sku,nombre,categoria,stock_actual,stock_minimo,unidades_faltantes,valor_inventario
SKU08341,Monitor Gaming SanDisk,Electronica,16,25,9,87545.12
SKU08383,SSD HP,Almacenamiento,16,25,9,22209.60
SKU08389,NAS Corsair,Almacenamiento,41,50,9,808365.43
SKU08403,Pantalla Portatil Seagate,Electronica,11,20,9,43761.52
SKU08526,Stylus MSI,Accesorios,1,10,9,1686.08
SKU08532,Teclado Anker,Accesorios,41,50,9,55176.98
SKU08533,Pantalla Portatil Logitech,Electronica,1,10,9,6101.86
SKU08568,Audifonos Bluetooth Lenovo,Audio,11,20,9,27164.39
SKU08572,Notebook MSI,Electronica,1,10,9,14824.55
SKU08584,Microfono Razer,Audio,16,25,9,46718.72
SKU08662,Microfono Epson,Audio,6,15,9,18699.24
SKU08706,Ultrabook Gigabyte,Electronica,1,10,9,16030.07
SKU08972,Microfono USB SanDisk,Audio,41,50,9,72767.62
SKU08976,Tarjeta Video Sony,Componentes,16,25,9,272426.24
SKU08987,Ultrabook,Electronica,6,15,9,147642.42
SKU08992,Funda Laptop,Accesorios,16,25,9,10951.68
SKU08997,HDD Externo Logitech,Almacenamiento,1,10,9,2528.84
SKU09036,Ultrabook Asus,Electronica,1,10,9,21964.87
SKU09068,Mouse Gaming Gigabyte,Accesorios,16,25,9,18257.12
SKU09094,Monitor 4K Seagate,Electronica,6,15,9,84524.34
SKU09147,MacBook SanDisk,Electronica,16,25,9,371088.00
SKU09278,MicroSD Corsair,Almacenamiento,1,10,9,512.56
SKU09286,Teclado Razer,Accesorios,11,20,9,5122.15
SKU09298,Touchpad Acer,Accesorios,1,10,9,1710.49
SKU09507,Notebook Asus,Electronica,11,20,9,156497.77
SKU09536,Camara Seguridad,Video,41,50,9,84334.54
SKU09630,Procesador Anker,Componentes,1,10,9,4774.15
SKU09654,Ultrabook Anker,Electronica,16,25,9,222253.76
SKU09870,Laptop Kingston,Electronica,11,20,9,285321.30
SKU09941,Tarjeta Video MSI,Componentes,6,15,9,63219.30
SKU00049,Microfono Kingston,Audio,22,30,8,57382.38
SKU00074,Fuente Poder Gigabyte,Componentes,12,20,8,45862.80
SKU00270,Microfono USB Kingston,Audio,12,20,8,12512.88
SKU00276,NAS Gigabyte,Almacenamiento,12,20,8,79649.76
SKU00279,Microfono WD,Audio,22,30,8,18430.06
SKU00382,SSD Externo MSI,Almacenamiento,17,25,8,50629.91
SKU00436,Chromebook HP,Electronica,17,25,8,174491.74
SKU00520,SSD Samsung,Almacenamiento,7,15,8,28828.73
SKU00609,Mouse HP,Accesorios,42,50,8,11277.00
SKU00659,Monitor Gaming MSI,Electronica,7,15,8,141266.02
SKU00797,Bocina Xiaomi,Audio,2,10,8,1500.80
SKU00805,Mouse Seagate,Accesorios,2,10,8,571.98
SKU00811,Bocina Bluetooth Kingston,Audio,22,30,8,28169.90
SKU00825,Monitor Gaming Kingston,Electronica,2,10,8,15103.26
SKU00841,Audifonos Seagate,Audio,17,25,8,8752.62
SKU00897,Bocina SanDisk,Audio,2,10,8,1023.02
SKU00972,Bocina Canon,Audio,2,10,8,1321.14
SKU00991,Mouse Gaming Epson,Accesorios,12,20,8,11936.52
SKU00992,Extension Electrica,Energia,22,30,8,3339.60
SKU01107,Mouse Ergonomico Logitech,Accesorios,2,10,8,2312.58
SKU01111,Teclado Mecanico Acer,Accesorios,12,20,8,38992.68
SKU01138,Ultrabook Gigabyte,Electronica,42,50,8,1005432.96
SKU01215,Audifonos Gaming HyperX,Audio,2,10,8,2749.76
SKU01237,RAM Corsair,Componentes,7,15,8,13913.55
SKU01268,Teclado Mecanico WD,Accesorios,2,10,8,3887.74
SKU01278,NAS Xiaomi,Almacenamiento,12,20,8,167231.88
SKU01336,Teclado Canon,Accesorios,2,10,8,1252.08
SKU01431,USB Drive Anker,Almacenamiento,7,15,8,489.16
SKU01464,Bocina Samsung,Audio,17,25,8,6504.37
SKU01472,Mouse Lenovo,Accesorios,17,25,8,5773.03
SKU01489,Bocina Logitech,Audio,12,20,8,21162.24
SKU01583,Barra Sonido MSI,Audio,42,50,8,164664.78
SKU01606,Audifonos Dell,Audio,2,10,8,1304.92
SKU01700,Laptop Gigabyte,Electronica,22,30,8,277350.48
SKU01704,HDD Externo Razer,Almacenamiento,2,10,8,5891.44
SKU01772,Stylus Epson,Accesorios,12,20,8,9242.16
SKU01784,USB Drive Logitech,Almacenamiento,42,50,8,9954.42
SKU01864,Notebook Lenovo,Electronica,22,30,8,212951.20
SKU01888,Tarjeta Video Logitech,Componentes,7,15,8,182036.19
SKU01916,Microfono Anker,Audio,7,15,8,17876.46
SKU01975,Mouse Epson,Accesorios,7,15,8,2804.69
SKU02021,Notebook Corsair,Electronica,2,10,8,16207.40
SKU02161,Adaptador WiFi,Redes,2,10,8,510.80
SKU02263,HDD Externo Asus,Almacenamiento,2,10,8,4772.44
SKU02299,Disipador,Componentes,22,30,8,23781.12
SKU02356,Barra Sonido Dell,Audio,2,10,8,10381.26
SKU02363,Mouse Ergonomico Corsair,Accesorios,17,25,8,8555.93
SKU02483,Monitor Gaming Logitech,Electronica,2,10,8,43012.00
SKU02495,Router,Redes,2,10,8,4259.42
SKU02614,SSD Externo Asus,Almacenamiento,22,30,8,57275.02
SKU02703,Monitor 4K Gigabyte,Electronica,12,20,8,99691.44
SKU02716,Teclado Razer,Accesorios,12,20,8,6911.52
SKU02791,HDD HyperX,Almacenamiento,12,20,8,22401.60
SKU02793,Mouse Gaming Dell,Accesorios,17,25,8,6564.38
SKU02801,Mouse BenQ,Accesorios,2,10,8,506.82
SKU02819,MacBook Acer,Electronica,2,10,8,63010.88
SKU02954,Bocina Sony,Audio,2,10,8,747.16
SKU03086,Audifonos Gaming Logitech,Audio,2,10,8,4045.78
SKU03103,Microfono USB SanDisk,Audio,17,25,8,21491.74
SKU03105,MicroSD Lenovo,Almacenamiento,2,10,8,486.94
SKU03167,Laptop SanDisk,Electronica,22,30,8,453947.34
SKU03173,MacBook Xiaomi,Electronica,42,50,8,1221222.66
SKU03255,Tarjeta Video Asus,Componentes,2,10,8,13965.34
SKU03280,Tarjeta Video HyperX,Componentes,12,20,8,194443.32
SKU03312,Notebook Gigabyte,Electronica,7,15,8,98917.42
SKU03361,Bocina Corsair,Audio,7,15,8,9395.54
SKU03607,Tarjeta Video Apple,Componentes,2,10,8,9720.36
SKU03610,Pantalla Portatil Epson,Electronica,22,30,8,39147.02
SKU03619,Pantalla Portatil LG,Electronica,12,20,8,48188.04
SKU03755,NAS Canon,Almacenamiento,42,50,8,556555.86
SKU03786,Pantalla Portatil Samsung,Electronica,7,15,8,50093.89
SKU03793,Stylus Sony,Accesorios,2,10,8,2847.56
SKU03799,Monitor Logitech,Electronica,2,10,8,9835.24
SKU03817,Teclado Mecanico Acer,Accesorios,2,10,8,6073.92
SKU04026,Tarjeta Video Epson,Componentes,17,25,8,148511.32
SKU04134,HDD Corsair,Almacenamiento,2,10,8,4469.20
SKU04141,HDD Apple,Almacenamiento,22,30,8,52533.36
SKU04150,HDD Externo Dell,Almacenamiento,2,10,8,8412.88
SKU04156,HDD Externo Dell,Almacenamiento,7,15,8,14453.60
SKU04160,Monitor Curvo Acer,Electronica,17,25,8,inf
SKU04177,RAM Logitech,Componentes,2,10,8,3920.52
SKU04217,Control Gaming,Gaming,22,30,8,13405.70
SKU04246,Pantalla Portatil Epson,Electronica,7,15,8,16023.14
SKU04293,HDD Externo,Almacenamiento,12,20,8,14364.12
SKU04467,Chromebook Asus,Electronica,2,10,8,10602.44
SKU04525,Barra Sonido Anker,Audio,22,30,8,69291.42
SKU04542,HDD Externo MSI,Almacenamiento,12,20,8,18573.24
SKU04563,Pantalla Portatil Canon,Electronica,17,25,8,43855.92
SKU04672,Ultrabook WD,Electronica,7,15,8,180376.91
SKU04754,Audifonos Gaming TP-Link,Audio,22,30,8,30416.54
SKU04857,Teclado Canon,Accesorios,12,20,8,16398.72
SKU04909,Monitor 4K MSI,Electronica,7,15,8,210954.66
SKU04997,Audifonos Gaming BenQ,Audio,12,20,8,7243.20
SKU05013,Touchpad Asus,Accesorios,7,15,8,10980.41
SKU05031,Audifonos Kingston,Audio,12,20,8,5647.92
SKU05057,NAS Razer,Almacenamiento,7,15,8,61598.53
SKU05241,Monitor Seagate,Electronica,2,10,8,15927.76
SKU05346,Monitor Sony,Electronica,7,15,8,54422.90
SKU05391,Touchpad BenQ,Accesorios,2,10,8,2913.04
SKU05424,Stylus SanDisk,Accesorios,17,25,8,41252.88
SKU05441,Chromebook TP-Link,Electronica,2,10,8,24191.36
SKU05523,Fuente Poder BenQ,Componentes,7,15,8,14687.47
SKU05524,Teclado Xiaomi,Accesorios,2,10,8,1880.30
SKU05613,MacBook Epson,Electronica,22,30,8,908085.86
SKU05618,MacBook Gigabyte,Electronica,7,15,8,200138.19
SKU05634,Teclado Corsair,Accesorios,12,20,8,12862.68
SKU05672,Mouse TP-Link,Accesorios,2,10,8,364.12
SKU05710,Bocina Bluetooth Xiaomi,Audio,12,20,8,23033.04
SKU05746,SSD Externo HP,Almacenamiento,17,25,8,62236.83
SKU05870,Pantalla Portatil Xiaomi,Electronica,22,30,8,151608.16
SKU05994,Monitor Curvo Corsair,Electronica,7,15,8,61267.08
SKU06135,Cable Ethernet,Redes,12,20,8,2550.84
SKU06159,SSD Externo Sony,Almacenamiento,7,15,8,11755.94
SKU06167,Audifonos BenQ,Audio,22,30,8,8437.44
SKU06172,Teclado Gaming Logitech,Accesorios,2,10,8,7581.22
SKU06380,Procesador SanDisk,Componentes,2,10,8,20307.72
SKU06381,Audifonos Gaming SanDisk,Audio,2,10,8,5145.36
SKU06418,SSD Externo SanDisk,Almacenamiento,7,15,8,15449.63
SKU06434,Bocina Bluetooth SanDisk,Audio,2,10,8,3173.56
SKU06448,Barra Sonido Asus,Audio,17,25,8,124586.03
SKU06498,Bocina Bluetooth Gigabyte,Audio,17,25,8,71901.84
SKU06522,Procesador SanDisk,Componentes,22,30,8,347829.02
SKU06575,Teclado Gaming SanDisk,Accesorios,2,10,8,8993.76
SKU06627,Pantalla Portatil Acer,Electronica,7,15,8,60517.66
SKU06678,Pantalla Portatil,Electronica,12,20,8,95274.72
SKU06687,Barra Sonido Sony,Audio,22,30,8,90947.78
SKU06728,Notebook Samsung,Electronica,7,15,8,84372.75
SKU06775,NAS Asus,Almacenamiento,2,10,8,39397.64
SKU06791,Teclado Mecanico Logitech,Accesorios,7,15,8,14478.52
SKU06891,SSD Corsair,Almacenamiento,2,10,8,7620.62
SKU06908,Laptop Gigabyte,Electronica,7,15,8,89022.50
SKU06999,SSD Externo MSI,Almacenamiento,12,20,8,40068.96
SKU07038,Audifonos Bluetooth HP,Audio,22,30,8,23822.48
SKU07084,SSD Seagate,Almacenamiento,7,15,8,12836.11
SKU07094,Touchpad Apple,Accesorios,17,25,8,22949.66
SKU07120,Impresora,Impresion,7,15,8,24235.40
SKU07167,Mouse Ergonomico Apple,Accesorios,2,10,8,1143.54
SKU07180,Audifonos Gaming Logitech,Audio,7,15,8,15372.35
SKU07199,Stylus BenQ,Accesorios,22,30,8,43508.08
SKU07287,Bocina TP-Link,Audio,12,20,8,4882.44
SKU07323,Audifonos Canon,Audio,12,20,8,4846.80
SKU07502,Adaptador WiFi,Redes,7,15,8,4904.13
SKU07517,Mouse LG,Accesorios,2,10,8,593.10
SKU07526,Pantalla Portatil Acer,Electronica,17,25,8,76473.14
SKU07588,MicroSD Anker,Almacenamiento,22,30,8,10447.36
SKU07592,Barra Sonido SanDisk,Audio,12,20,8,19781.52
SKU07612,Notebook SanDisk,Electronica,2,10,8,39281.18
SKU07755,Touchpad Dell,Accesorios,7,15,8,8812.58
SKU07839,Touchpad Xiaomi,Accesorios,2,10,8,2961.00
SKU07948,Teclado Gaming Canon,Accesorios,7,15,8,7892.36
SKU07958,Stylus Sony,Accesorios,42,50,8,119689.50
SKU08004,MacBook Canon,Electronica,12,20,8,266461.92
SKU08101,Laptop Kingston,Electronica,17,25,8,479615.56
SKU08122,Teclado Gaming Corsair,Accesorios,7,15,8,14384.02
SKU08165,Monitor 4K Seagate,Electronica,2,10,8,24027.94
SKU08267,Laptop WD,Electronica,22,30,8,370659.74
SKU08306,Monitor 4K Epson,Electronica,7,15,8,123220.79
SKU08309,Notebook Xiaomi,Electronica,2,10,8,15049.80
SKU08325,MacBook Acer,Electronica,7,15,8,159604.41
SKU08333,Touchpad Gigabyte,Accesorios,2,10,8,3593.46
SKU08454,SSD Externo Canon,Almacenamiento,22,30,8,74085.22
SKU08609,Monitor Gigabyte,Electronica,7,15,8,47911.01
SKU08797,Touchpad Sony,Accesorios,12,20,8,12341.64
SKU08801,Fuente Poder Acer,Componentes,7,15,8,18256.91
SKU08804,Tarjeta Video WD,Componentes,7,15,8,126427.49
SKU09009,Monitor HP,Electronica,7,15,8,46610.90
SKU09132,Monitor Gaming SanDisk,Electronica,7,15,8,42608.93
SKU09134,MacBook Canon,Electronica,2,10,8,72486.62
SKU09192,Teclado Gaming MSI,Accesorios,7,15,8,21120.75
SKU09211,Mouse LG,Accesorios,12,20,8,3639.00
SKU09212,Teclado Mecanico Sony,Accesorios,7,15,8,7915.95
SKU09265,Monitor Gaming MSI,Electronica,22,30,8,183031.64
SKU09279,Microfono USB Lenovo,Audio,22,30,8,21003.18
SKU09315,MacBook LG,Electronica,2,10,8,72369.86
SKU09333,Monitor Curvo HP,Electronica,22,30,8,331555.40
SKU09351,Notebook Kingston,Electronica,2,10,8,23781.78
SKU09378,MacBook Razer,Electronica,2,10,8,79629.22
SKU09543,Stylus Samsung,Accesorios,22,30,8,9998.12
SKU09679,Stylus Apple,Accesorios,2,10,8,2061.54
SKU09709,Notebook Acer,Electronica,7,15,8,51717.61
SKU09740,Audifonos Corsair,Audio,2,10,8,1369.60
SKU09781,Mouse Ergonomico,Accesorios,22,30,8,19686.70
SKU09989,Mouse Gaming Corsair,Accesorios,42,50,8,39881.10
SKU00041,Mouse HP,Accesorios,3,10,7,882.36
SKU00112,Router,Redes,3,10,7,5663.55
SKU00285,RAM Apple,Componentes,23,30,7,53388.52
SKU00453,Microfono USB Gigabyte,Audio,3,10,7,2741.16
SKU00462,Pantalla Portatil WD,Electronica,3,10,7,15913.14
SKU00478,Teclado Gaming WD,Accesorios,18,25,7,81034.38
SKU00522,USB Drive Razer,Almacenamiento,43,50,7,11841.34
SKU00621,USB Drive Epson,Almacenamiento,3,10,7,358.71
SKU00684,Monitor 4K Seagate,Electronica,43,50,7,728881.82
SKU00819,SSD Externo WD,Almacenamiento,13,20,7,59726.81
SKU00828,Barra Sonido Apple,Audio,13,20,7,100782.37
SKU00889,Microfono USB WD,Audio,8,15,7,19586.24
SKU00918,Mouse Gaming Apple,Accesorios,23,30,7,29890.34
SKU01030,Stylus Razer,Accesorios,13,20,7,8888.62
SKU01044,Monitor TP-Link,Electronica,23,30,7,101849.75
SKU01139,Extension Electrica,Energia,8,15,7,1924.48
SKU01208,Stylus LG,Accesorios,43,50,7,109438.87
SKU01435,HDD Externo Anker,Almacenamiento,13,20,7,32882.20
SKU01558,Mouse Ergonomico Anker,Accesorios,43,50,7,35961.33
SKU01894,MicroSD Razer,Almacenamiento,3,10,7,2438.19
SKU01922,Fuente Poder,Componentes,23,30,7,63669.75
SKU02044,Monitor 4K MSI,Electronica,3,10,7,93365.28
SKU02091,Teclado Asus,Accesorios,3,10,7,4050.78
SKU02108,Touchpad LG,Accesorios,3,10,7,4846.98
SKU02215,Ultrabook HyperX,Electronica,13,20,7,201448.13
SKU02240,Lampara Escritorio,Accesorios,3,10,7,1044.96
SKU02272,Mouse Ergonomico Sony,Accesorios,8,15,7,7605.20
SKU02330,MicroSD Anker,Almacenamiento,23,30,7,9196.55
SKU02397,Barra Sonido BenQ,Audio,13,20,7,78000.00
SKU02474,Monitor 4K TP-Link,Electronica,3,10,7,50929.50
SKU02567,Monitor Curvo Seagate,Electronica,8,15,7,85674.64
SKU02940,Notebook Canon,Electronica,13,20,7,143634.01
SKU02944,Chromebook Samsung,Electronica,3,10,7,34088.76
SKU02981,MacBook Sony,Electronica,3,10,7,95486.76
SKU03230,Audifonos Gaming Acer,Audio,3,10,7,3608.58
SKU03244,Mouse LG,Accesorios,3,10,7,1396.83
SKU03286,SSD Logitech,Almacenamiento,18,25,7,58165.02
SKU03322,Audifonos Canon,Audio,18,25,7,13318.92
SKU03340,Procesador HyperX,Componentes,3,10,7,30330.15
SKU03445,Chromebook,Electronica,8,15,7,48197.68
SKU03488,USB Drive Logitech,Almacenamiento,3,10,7,842.49
SKU03525,Ultrabook Corsair,Electronica,3,10,7,59118.81
SKU03536,Notebook HyperX,Electronica,3,10,7,52733.67
SKU03563,Stylus Kingston,Accesorios,3,10,7,4290.30
SKU03674,Microfono USB BenQ,Audio,3,10,7,5145.81
SKU03779,Notebook Corsair,Electronica,13,20,7,102616.41
SKU03891,Mouse Ergonomico BenQ,Accesorios,23,30,7,23512.44
SKU03909,Mouse Gaming Samsung,Accesorios,8,15,7,18172.48
SKU03999,Monitor Curvo Kingston,Electronica,3,10,7,33051.84
SKU04001,Teclado Razer,Accesorios,3,10,7,2892.54
SKU04056,Tarjeta Video Xiaomi,Componentes,43,50,7,160830.75
SKU04067,Stylus Logitech,Accesorios,3,10,7,6731.25
SKU04096,Mouse Gaming Kingston,Accesorios,13,20,7,16634.67
SKU04341,Barra Sonido Lenovo,Audio,3,10,7,20673.42
SKU04361,Monitor TP-Link,Electronica,3,10,7,11231.37
SKU04476,Teclado Gaming Corsair,Accesorios,8,15,7,22072.96
SKU04530,Audifonos Gaming Epson,Audio,3,10,7,2090.52
SKU04550,Bocina Canon,Audio,18,25,7,19217.70
SKU04573,Audifonos Gaming Apple,Audio,8,15,7,24092.08
SKU04614,Microfono Acer,Audio,18,25,7,37044.00
SKU04675,Control Gaming,Gaming,8,15,7,15446.56
SKU04680,Audifonos Gaming BenQ,Audio,43,50,7,25926.42
SKU04693,Audifonos Acer,Audio,13,20,7,8074.43
SKU04838,Notebook BenQ,Electronica,43,50,7,890841.32
SKU04868,Procesador Acer,Componentes,8,15,7,124983.04
SKU05051,Monitor Gaming Dell,Electronica,13,20,7,180134.11
SKU05068,HDD Externo Acer,Almacenamiento,3,10,7,7343.52
SKU05082,Audifonos Gaming Logitech,Audio,23,30,7,51448.70
SKU05097,Audifonos Gigabyte,Audio,13,20,7,5142.67
SKU05165,Fuente Poder Asus,Componentes,23,30,7,63531.75
SKU05230,Stylus Samsung,Accesorios,8,15,7,18288.56
SKU05329,Mouse Gaming SanDisk,Accesorios,8,15,7,9772.40
SKU05356,NAS Sony,Almacenamiento,3,10,7,54087.84
SKU05358,Chromebook Xiaomi,Electronica,3,10,7,30117.48
SKU05407,Stylus Dell,Accesorios,13,20,7,7447.83
SKU05479,Chromebook Xiaomi,Electronica,18,25,7,147245.22
SKU05553,SSD Externo Logitech,Almacenamiento,8,15,7,7532.24
SKU05583,Barra Sonido Logitech,Audio,3,10,7,5589.00
SKU05599,Teclado Xiaomi,Accesorios,18,25,7,12381.30
SKU05607,Audifonos Gaming Xiaomi,Audio,23,30,7,22447.77
SKU05698,Notebook Acer,Electronica,18,25,7,238726.44
SKU05700,RAM HyperX,Componentes,3,10,7,1378.62
SKU05779,Chromebook Logitech,Electronica,3,10,7,23249.58
SKU05801,Monitor MSI,Electronica,23,30,7,212982.99
SKU05847,Mousepad XL,Accesorios,13,20,7,6628.44
SKU05905,Microfono USB Sony,Audio,8,15,7,5813.84
SKU05906,Monitor Xiaomi,Electronica,23,30,7,356136.14
SKU05916,USB Drive Acer,Almacenamiento,23,30,7,1359.53
SKU05920,Bocina Bluetooth Epson,Audio,13,20,7,47934.90
SKU05981,Barra Sonido Corsair,Audio,3,10,7,8816.16
SKU06009,SSD Razer,Almacenamiento,13,20,7,17745.91
SKU06055,Audifonos Bluetooth Dell,Audio,18,25,7,46594.80
SKU06073,NAS Gigabyte,Almacenamiento,8,15,7,148731.52
SKU06218,Chromebook Corsair,Electronica,43,50,7,457158.80
SKU06279,Bocina Bluetooth Apple,Audio,23,30,7,29688.86
SKU06327,Stylus HP,Accesorios,18,25,7,15386.40
SKU06378,Fuente Poder,Componentes,18,25,7,21445.20
SKU06404,USB Drive,Almacenamiento,13,20,7,2696.85
SKU06412,Ultrabook Canon,Electronica,23,30,7,570670.02
SKU06505,Repetidor WiFi,Redes,3,10,7,2346.69
SKU06556,RAM Xiaomi,Componentes,13,20,7,26030.03
SKU06634,Mouse Epson,Accesorios,13,20,7,inf
SKU06650,Monitor Gaming Epson,Electronica,13,20,7,79170.78
SKU06668,Touchpad Logitech,Accesorios,23,30,7,19026.75
SKU06729,HDD LG,Almacenamiento,18,25,7,20214.54
SKU06845,HDD SanDisk,Almacenamiento,8,15,7,3583.44
SKU06881,RAM Xiaomi,Componentes,8,15,7,12356.00
SKU06901,Monitor BenQ,Electronica,13,20,7,91226.85
SKU06933,Barra Sonido Logitech,Audio,3,10,7,19054.47
SKU07047,Ultrabook Corsair,Electronica,8,15,7,158952.24
SKU07051,Bocina MSI,Audio,13,20,7,4666.87
SKU07095,Stylus Asus,Accesorios,3,10,7,2681.34
SKU07124,Tarjeta Video,Componentes,3,10,7,18770.49
SKU07142,Laptop Samsung,Electronica,8,15,7,159670.88
SKU07183,Cable Ethernet,Redes,43,50,7,10759.46
SKU07223,HDD Logitech,Almacenamiento,3,10,7,2053.68
SKU07275,RAM Dell,Componentes,18,25,7,17163.90
SKU07317,MicroSD Xiaomi,Almacenamiento,43,50,7,15968.91
SKU07342,Audifonos Bluetooth MSI,Audio,13,20,7,27775.93
SKU07373,Stylus Dell,Accesorios,23,30,7,21176.33
SKU07426,Chromebook LG,Electronica,13,20,7,138462.22
SKU07449,Mouse Gaming BenQ,Accesorios,8,15,7,8222.16
SKU07488,Procesador Canon,Componentes,13,20,7,109361.72
SKU07590,NAS Razer,Almacenamiento,3,10,7,20251.50
SKU07852,Fuente Poder Asus,Componentes,3,10,7,7594.83
SKU07905,Bocina Sony,Audio,23,30,7,27111.94
SKU07962,Mouse Ergonomico Kingston,Accesorios,3,10,7,1511.16
SKU08135,Tarjeta Video LG,Componentes,13,20,7,380868.93
SKU08313,Procesador Gigabyte,Componentes,18,25,7,174843.36
SKU08330,Microfono Seagate,Audio,3,10,7,3465.39
SKU08376,USB Drive MSI,Almacenamiento,3,10,7,201.93
SKU08412,Teclado Mecanico Kingston,Accesorios,3,10,7,2695.20
SKU08449,Teclado Gaming HyperX,Accesorios,18,25,7,87833.52
SKU08465,Bocina TP-Link,Audio,3,10,7,3153.09
SKU08637,SSD Logitech,Almacenamiento,18,25,7,65312.28
SKU08757,Teclado Seagate,Accesorios,18,25,7,16240.32
SKU08871,Barra Sonido,Audio,8,15,7,42684.40
SKU08894,Ultrabook Xiaomi,Electronica,3,10,7,73192.05
SKU09033,RAM Seagate,Componentes,3,10,7,6721.95
SKU09050,RAM BenQ,Componentes,3,10,7,5419.05
SKU09249,SSD Externo Samsung,Almacenamiento,3,10,7,9265.32
SKU09277,Fuente Poder Corsair,Componentes,3,10,7,5225.91
SKU09299,Bocina Dell,Audio,13,20,7,11203.53
SKU09305,Teclado Mecanico Seagate,Accesorios,8,15,7,14709.92
SKU09433,Control Gaming,Gaming,23,30,7,36325.97
SKU09506,Mouse Gaming Canon,Accesorios,8,15,7,7540.72
SKU09508,Tarjeta Video Gigabyte,Componentes,13,20,7,155132.25
SKU09783,Bocina Bluetooth Apple,Audio,3,10,7,9508.83
SKU09784,Microfono Asus,Audio,8,15,7,24070.64
SKU09816,Mochila Laptop,Accesorios,3,10,7,7377.72
SKU09853,Procesador,Componentes,3,10,7,34090.65
SKU09876,Ultrabook Corsair,Electronica,3,10,7,63536.91
SKU09892,Audifonos Sony,Audio,3,10,7,1803.33
SKU09916,Audifonos Bluetooth SanDisk,Audio,8,15,7,21639.36
SKU09992,HDD Externo Sony,Almacenamiento,18,25,7,19776.24
SKU00019,Chromebook HyperX,Electronica,19,25,6,179899.41
SKU00029,Tarjeta Video Razer,Componentes,24,30,6,144424.08
SKU00046,Laptop Canon,Electronica,4,10,6,103168.32
SKU00115,Control Gaming,Gaming,9,15,6,5109.21
SKU00232,Impresora Laser,Impresion,4,10,6,18461.12
SKU00280,iPad,Electronica,4,10,6,103697.56
SKU00320,MicroSD Dell,Almacenamiento,9,15,6,4873.32
SKU00351,RAM Samsung,Componentes,14,20,6,25064.48
SKU00398,Touchpad WD,Accesorios,14,20,6,8617.42
SKU00917,MicroSD Xiaomi,Almacenamiento,4,10,6,942.28
SKU00952,Audifonos Gaming Lenovo,Audio,14,20,6,42581.00
SKU00988,NAS Lenovo,Almacenamiento,4,10,6,54463.64
SKU01089,HDD Externo Logitech,Almacenamiento,4,10,6,6628.76
SKU01143,Tarjeta Video TP-Link,Componentes,24,30,6,196621.44
SKU01167,Monitor Anker,Electronica,4,10,6,17338.20
SKU01247,Mouse Ergonomico Corsair,Accesorios,9,15,6,10022.67
SKU01248,NAS Lenovo,Almacenamiento,9,15,6,68794.56
SKU01288,SSD BenQ,Almacenamiento,14,20,6,16595.18
SKU01332,SSD Gigabyte,Almacenamiento,14,20,6,25110.96
SKU01488,Stylus Corsair,Accesorios,9,15,6,10581.12
SKU01510,Stylus BenQ,Accesorios,19,25,6,34828.90
SKU01525,Bocina Bluetooth Sony,Audio,9,15,6,34418.88
SKU01541,Barra Sonido Asus,Audio,9,15,6,16414.56
SKU01640,RAM Seagate,Componentes,4,10,6,6678.72
SKU01763,Teclado Mecanico SanDisk,Accesorios,14,20,6,35221.06
SKU01771,Monitor 4K Seagate,Electronica,24,30,6,619919.04
SKU01882,Tarjeta Video Samsung,Componentes,14,20,6,150640.98
SKU01951,Tarjeta Video Samsung,Componentes,14,20,6,126766.22
SKU01968,Mouse HyperX,Accesorios,4,10,6,1861.76
SKU01984,Monitor Gaming Xiaomi,Electronica,4,10,6,38636.08
SKU02212,Pantalla Portatil SanDisk,Electronica,14,20,6,76781.74
SKU02256,Microfono USB HyperX,Audio,19,25,6,9007.90
SKU02382,Ultrabook,Electronica,4,10,6,95911.20
SKU02439,Notebook Gigabyte,Electronica,14,20,6,229357.80
SKU02463,Pantalla Portatil Apple,Electronica,14,20,6,41405.56
SKU02465,RAM Corsair,Componentes,19,25,6,26312.72
SKU02648,Ultrabook Acer,Electronica,19,25,6,552092.88
SKU02675,HDD Externo Canon,Almacenamiento,24,30,6,73554.48
SKU02692,Monitor Acer,Electronica,44,50,6,501799.32
SKU02732,Teclado Mecanico TP-Link,Accesorios,9,15,6,8244.00
SKU02738,Ultrabook Logitech,Electronica,4,10,6,95752.88
SKU03011,Pantalla Portatil Gigabyte,Electronica,9,15,6,23568.12
SKU03047,Chromebook Samsung,Electronica,4,10,6,36405.56
SKU03088,Notebook Razer,Electronica,4,10,6,53232.00
SKU03091,Mouse Lenovo,Accesorios,4,10,6,1910.92
SKU03179,USB Drive MSI,Almacenamiento,4,10,6,1122.40
SKU03182,MicroSD Asus,Almacenamiento,4,10,6,1571.28
SKU03186,Monitor 4K BenQ,Electronica,4,10,6,109481.24
SKU03220,Barra Sonido Razer,Audio,9,15,6,68080.41
SKU03329,MicroSD Dell,Almacenamiento,4,10,6,1554.72
SKU03560,SSD Seagate,Almacenamiento,4,10,6,7910.12
SKU03584,Touchpad MSI,Accesorios,14,20,6,9019.08
SKU03735,Ultrabook Dell,Electronica,9,15,6,210055.68
SKU03741,Ultrabook Dell,Electronica,9,15,6,212594.94
SKU03749,HDD Gigabyte,Almacenamiento,19,25,6,14549.82
SKU04061,Monitor 4K Dell,Electronica,14,20,6,143025.12
SKU04125,Audifonos Gaming Lenovo,Audio,14,20,6,12583.76
SKU04169,Monitor Curvo,Electronica,14,20,6,150252.34
