sku,nombre,categoria,precio,stock,stock_minimo
SKU04685,USB Drive Seagate,Almacenamiento,66.66,5,25
SKU04686,Bocina Bluetooth Corsair,Audio,4583.37,9,30
SKU04687,RAM Samsung,Componentes,1412.20,68,25
SKU04688,Microfono,Audio,2905.43,10,5
SKU04689,Teclado Gaming Acer,Accesorios,3141.83,31,50
SKU04690,Stylus Lenovo,Accesorios,INVALIDO,60,20
SKU04691,Monitor Curvo Acer
SKU04692,Touchpad Kingston,Accesorios,969.54,10,10
SKU04693,Audifonos Acer,Audio,621.11,13,20,3,500
SKU04694,Pantalla Portatil Gigabyte,Electronica,5037.09,41,15
SKU04695,Teclado Gaming Seagate,Accesorios,3196.60,57,50
SKU04696,Teclado,Accesorios,1367.96,5,50
SKU04697,USB Drive WD,Almacenamiento,91.39,12,25
SKU04698,Mouse HyperX,Accesorios,254.33,10,15
SKU04699,Teclado,Accesorios,1538.83,22,25,NaN
SKU04700,Bocina Bluetooth Samsung,Audio,3286.06,34,25
SKU04701,Bocina Apple,Audio,554.47,8,5
SKU04702,Monitor 4K Gigabyte,Electronica,12154.52,26,25
SKU04703,Audifonos Gaming Corsair,Audio,1925.30,36,30
SKU04704,Monitor Curvo Anker,Electronica,6865.01,30,10
SKU04705,Audifonos Gaming WD,Audio,1423.94,9,30,vacio,---,pendiente
SKU04706,Audifonos Anker,Audio,767.00,21,15
SKU04707,Monitor Curvo Lenovo,Electronica,11264.20,20,15
SKU04708,Mouse Ergonomico Asus,Accesorios,722.71,12,5
SKU04709,Barra Sonido Canon,Audio,5546.87,79,50
SKU04710,Monitor 4K WD,Electronica,22056.19,28,25
SKU04711,Microfono USB Kingston,Audio,1129.04,28,10
SKU04712,Microfono Sony,Audio,1976.30,61,30
SKU04713,Bocina Xiaomi,Audio,2093.73,4,25
SKU04714,Microfono USB Corsair,Audio,1925.52,57
SKU04715,Licencia Windows,Software,2455.33
SKU04716,Router Mesh,Redes,5576.76,16,50
SKU04717,USB Drive HyperX,Almacenamiento,237.40,pendiente,10
SKU04718,Laptop HP,Electronica,6799.21,64,30
SKU04719,Notebook LG,Electronica,8213.76,0,15
SKU04720,Teclado Logitech,Accesorios,1361.66,25,10
SKU04721,Procesador Dell,Componentes,13369.87,sin_dato,5
SKU04722,Laptop Lenovo,Electronica,11767.20,39,20
SKU04723,Chromebook Canon,Electronica,6195.24,42,25
SKU04724,Monitor 4K Kingston,Electronica,14398.11,???,10
SKU04725,Funda Tablet,Accesorios,272.71,27,20
SKU04726,MicroSD BenQ,Almacenamiento,106.09,118,NaN
SKU04727,USB Drive MSI,Almacenamiento,82.76,49,20
SKU04728
SKU04729,NAS Seagate,Almacenamiento,13313.38,$100,50
SKU04730,Fuente Poder Asus,Componentes,1948.11,23,25
SKU04731,Laptop HP,Electronica,17078.49,null,50
SKU04732,Monitor Curvo Acer,Electronica,13749.93,86,30
SKU04733,MicroSD Acer,Almacenamiento,501.72,20,10
SKU04734,MacBook WD,Electronica,26087.82,6,25
SKU04735,Mouse Gaming WD,Accesorios,2062.44,15,10
SKU04736,Pantalla Portatil Samsung,Electronica,4987.30,14,25
SKU04737,Bocina SanDisk,Audio,691.66,19,10
SKU04738,Bocina Bluetooth Acer,Audio,2001.94,13,25
SKU04739
SKU04740,Procesador Canon,Componentes,12106.65,1,5
SKU04741,MacBook Seagate,Electronica,32604.44,26,30
SKU04742,Teclado Gaming Gigabyte,Accesorios,2705.37,141,50
SKU04743,Monitor Gaming Gigabyte,Electronica,19804.98,23,20
SKU04744,MicroSD Acer,Almacenamiento,373.73,99,50
SKU04745,SSD HyperX,Almacenamiento,2187.25,47,30
SKU04746,RAM Logitech,Componentes,2681.17,14,5
SKU04747,SSD Externo Corsair,Almacenamiento,2394.49,62,30
SKU04748,Mousepad,Accesorios,279.89,60,20
SKU04749,HDD Asus,Almacenamiento,628.35,2,5
SKU04750,Tarjeta Video Gigabyte,Componentes,15238.20,41,15
SKU04751,Fuente Poder Epson,Componentes,3384.08,77,30
SKU04752,Teclado Gaming Sony,Accesorios,4056.75,1,20
SKU04753,Mouse WD,Accesorios,475.47,36,20,
SKU04754,Audifonos Gaming TP-Link,Audio,1382.57,22,30
SKU04755,Monitor 4K Sony,Electronica,22743.92,54,20
SKU04756,Notebook Corsair,Electronica,8519.41,56,50
SKU04757,Docking Station,Cables,7094.43,20,25
SKU04758,USB Drive Razer,Almacenamiento,276.92,25,10
SKU04759,HDD Externo Dell,Almacenamiento,1523.01,11,5
SKU04760,Mouse Gaming HyperX,Accesorios,1839.18,9,10
SKU04761,NAS Anker,Almacenamiento,16926.81,50,20
SKU04762,Chromebook Logitech,Electronica,12067.45,63,30
SKU04763,Audifonos Gaming Corsair,Audio,1202.38,6,5
SKU04764,Teclado Dell,Accesorios,1251.92,25,20
SKU04765,SSD Apple,Almacenamiento,2583.37,93,50
SKU04766,Switch Red,Redes,2844.46,26,25,-
SKU04767,Laptop Razer,Electronica,10722.34,5
SKU04768,USB Drive Epson,Almacenamiento,237.62,71,30
SKU04769,Monitor Gaming MSI,Electronica,17816.80,4,10
SKU04770,Audifonos Gaming,Audio,1374.94,48,20,pendiente,,N/A
SKU04771,Microfono USB,Audio,480.84,-,25
SKU04772,Bocina Bluetooth SanDisk,Audio,3633.44,14,10
SKU04773,Teclado Gaming Epson,Accesorios,4928.51,47,20
SKU04774,RAM Corsair,Componentes,1585.64,61,50
SKU04775,Tarjeta Video HyperX,Componentes,13938.25,20,10
SKU04776,Audifonos Gaming SanDisk,Audio,2779.59,47
SKU04777,Router,Redes,527.32,17,10
SKU04778,USB Drive Sony,Almacenamiento,225.09,9,30
SKU04779,USB Drive Dell,Almacenamiento,171.30,17,10
SKU04780,Laptop WD,Electronica,17310.45,1,5
SKU04781,HDD Externo Logitech,Almacenamiento,1338.43,14,15
SKU04782,Touchpad Kingston,Accesorios,580.59,57,20,mil,12..5
SKU04783,SSD Logitech,Almacenamiento,3641.53,61,30
SKU04784,Teclado MSI,Accesorios,1066.42,15,5
SKU04785,Teclado Mecanico Dell,Accesorios,1520.70,5,5
SKU04786,HDD Corsair,Almacenamiento,1632.05,5,30
SKU04787,Teclado Lenovo,Accesorios,1209.49,4,15
SKU04788,Microfono Samsung,Audio,1494.13,10,5
SKU04789,Barra Sonido Epson,Audio,mil,34,15
SKU04790,Touchpad Canon,Accesorios,1458.97,7,5
SKU04791
SKU04792,Mouse Logitech,Accesorios,349.38,4,5
SKU04793,Teclado Mecanico Sony,Accesorios,903.59,24,30
SKU04794,MicroSD Lenovo,Almacenamiento,622.93,3,null
SKU04795,Pantalla Portatil Samsung,Electronica,3067.04,59,25
SKU04796,Silla Gaming,Gaming,4156.85,29,20
SKU04797,Procesador Logitech,Componentes,8051.09
SKU04798,Pantalla Portatil Xiaomi,Electronica,5228.90,138,50
SKU04799,Audifonos SanDisk,Audio,324.16,16,10
SKU04800,Fuente Poder Canon,Componentes,3179.37,16,15
SKU04801,HDD Externo Epson,Almacenamiento
SKU04802,RAM SanDisk,Componentes,625.12,11,5
SKU04803,MacBook MSI,Electronica,29472.72,77,30
SKU04804,Mouse Gaming Apple,Accesorios,1220.76,47,20
SKU04805,Audifonos Bluetooth TP-Link,Audio,535.17,77,30
SKU04806,Tarjeta Video MSI,Componentes,2992.65,12,5
SKU04807,Teclado Mecanico Razer,Accesorios,1751.13,68,25,mil,NaN
SKU04808,Notebook Xiaomi,Electronica,7784.05,20,10
SKU04809,Mouse Epson,Accesorios,170.44,6,error
SKU04810,Teclado Gaming Kingston,Accesorios,1938.97,57,25
SKU04811,Teclado TP-Link,Accesorios,766.46,31,25
SKU04812,Monitor Canon,Electronica,8012.90,8,5
SKU04813,Mouse Gaming HyperX,Accesorios,1410.23,14,20
SKU04814,Pantalla Portatil Kingston,Electronica,7205.43,60,25
SKU04815,UPS,Energia,5529.85,2,20
SKU04816,Audifonos Bluetooth Epson,Audio,1871.73,76,30
SKU04817,Teclado Gaming,Accesorios,3625.83,8,5
SKU04818,Bocina Bluetooth Logitech,Audio,3399.72,8,10
SKU04819,Monitor Apple,Electronica,10441.52,0,5
SKU04820,SSD Apple,Almacenamiento,1576.30,27,10
SKU04821,Teclado Mecanico Lenovo,Accesorios,850.89,12,10
SKU04822,Touchpad Asus,Accesorios,2350.09,27,15
SKU04823,Touchpad Asus,Accesorios,1061.52,108,50
SKU04824,Monitor Gaming Samsung,Electronica,14791.58,26,15
SKU04825,Monitor Gaming Acer,Electronica,6291.94,5,20
SKU04826,Teclado HP,Accesorios,843.94,12,vacio
SKU04827,Tarjeta Video Logitech,Componentes,24683.02,69,25
SKU04828,SSD Asus,Almacenamiento,3273.26,7,30
SKU04829,Tarjeta Video LG,Componentes,20272.76,9,20
SKU04830,Monitor Anker,Electronica,10292.28,50,30
SKU04831,SSD BenQ,Almacenamiento,1229.40,6,5
SKU04832,Mouse Ergonomico HyperX,Accesorios,868.18,9,5
SKU04833,Extension Electrica,Energia,112.56,16,25
SKU04834,HDD Externo Apple,Almacenamiento,1091.28,17,15
SKU04835,Microfono USB Asus,Audio,1088.35,15,5
SKU04836,Regulador,Energia,1194.76,7,30
SKU04837,Bocina HyperX,Audio,377.93,50,25
SKU04838,Notebook BenQ,Electronica,20717.24,43,50
SKU04839,Mouse Gaming Apple,Accesorios,1405.16,119,50
SKU04840,Monitor Curvo HyperX,Electronica,18999.35,11,15
SKU04841,MacBook Corsair,Electronica,48363.88,48,20
SKU04842,Touchpad Epson,Accesorios,1656.48,46,20
SKU04843,Teclado Mecanico Seagate,Accesorios,3787.65,1,20
SKU04844,HDD Sony,Almacenamiento,1073.08,121,50
SKU04845,Monitor Gaming TP-Link,Electronica,10432.21,5,15
SKU04846,Chromebook Logitech,Electronica,12055.23,29,50
SKU04847,Teclado Epson,Accesorios,1040.78,16,15
SKU04848,HDD Externo Lenovo,Almacenamiento,2841.15,31,20
SKU04849,RAM Lenovo,Componentes,933.47,7,10
SKU04850,Monitor 4K Epson,Electronica,13771.47,-,30
SKU04851,MicroSD Logitech,Almacenamiento,766.54,51,20
SKU04852,Barra Sonido Anker,Audio,6441.92,19,10
SKU04853,Touchpad Seagate,Accesorios,601.76,2,5
SKU04854,Bocina Bluetooth Razer,Audio,3577.45,12,5, 
SKU04855,Monitor Gaming Logitech,Electronica,17082.07,6,25
SKU04856,Bocina Epson,Audio,1077.66,13,25
SKU04857,Teclado Canon,Accesorios,1366.56,12,20
SKU04858,Microfono USB Lenovo,Audio
SKU04859,Bocina Gigabyte,Audio,1287.38,25,15
SKU04860,RAM Epson,Componentes,908.81,6,10
SKU04861,Mouse Gaming BenQ,Accesorios,552.96,28,10
SKU04862,Audifonos Gaming BenQ,Audio,1771.94,14,10
SKU04863,Tarjeta Video Anker,Componentes,19603.26,63,25
SKU04864,Mouse Kingston,Accesorios,error,40,20
SKU04865,HDD Externo Kingston,Almacenamiento,2651.73,14,20
SKU04866,Fuente Poder Corsair,Componentes,4053.73,9,10
SKU04867,MacBook Xiaomi,Electronica,34900.44,5,10
SKU04868,Procesador Acer,Componentes,15622.88,8,15
SKU04869,Stylus WD,Accesorios,471.04,1,15
SKU04870,SSD Externo Corsair,Almacenamiento,2434.07,50,20
SKU04871,Teclado Gaming HyperX,Accesorios,2290.57,44,25
SKU04872,Mouse Gaming WD,Accesorios,476.70,17,15
SKU04873,Notebook Corsair,Electronica,15823.44,25,20
SKU04874,NAS Asus,Almacenamiento,22129.94,39,25
SKU04875,SSD Kingston,Almacenamiento,3748.99,0,5
SKU04876,Microfono BenQ,Audio,1486.98,41,15
SKU04877,MacBook Xiaomi,Electronica,33108.39,11,20
SKU04878
SKU04879,USB Drive,Almacenamiento,229.73,63,50
SKU04880,Funda Tablet,Accesorios,504.02,138,abc
SKU04881,Webcam,Video,947.96,7,5
SKU04882,Mouse Gaming Canon,Accesorios,1313.35,7,NaN
SKU04883,Monitor Gaming Asus,Electronica,16069.84,24,20
SKU04884,HDD Externo HyperX,Almacenamiento,2741.80,89,30
SKU04885,Bocina Bluetooth BenQ,Audio,1267.66,5,20
SKU04886,NAS Gigabyte,Almacenamiento,24250.81,4,15
SKU04887,USB Drive Sony,Almacenamiento,229.83,21,20
SKU04888,Bocina Bluetooth Dell,Audio,1163.41,36,20
SKU04889,Fuente Poder Asus,Componentes,1506.42,21,25
SKU04890,Monitor Curvo Asus,Electronica,14667.42,6,5
SKU04891,Audifonos Bluetooth HyperX,Audio,1504.23,9,NaN
SKU04892,HDD Lenovo,Almacenamiento,2962.34,18,50
SKU04893,Stylus Kingston,Accesorios,1476.53,114,50
SKU04894,RAM Razer,Componentes,559.53,15,25
SKU04895,Teclado Gaming LG,Accesorios,1777.48,37,25
SKU04896,SSD Externo Lenovo,Almacenamiento,5953.55,90,30
SKU04897,Mouse Asus,Accesorios,479.30,66,25
SKU04898,Mouse Ergonomico Epson,Accesorios,1342.17,12,15
SKU04899,Monitor Gaming Anker,Electronica,6521.35,17,15
SKU04900,Fuente Poder Acer,Componentes,2152.69,56,25
SKU04901,Microfono USB HyperX,Audio,913.99,20,20
SKU04902,Microfono Razer,Audio,1992.89,41,15
SKU04903,Monitor Curvo TP-Link,Electronica,8788.70,4,10
SKU04904,USB Drive SanDisk,Almacenamiento,100.70,58,30
SKU04905,Bocina Bluetooth Epson,Audio,2494.03,66,25
SKU04906,Procesador Xiaomi,Componentes,11744.93,mil,30
SKU04907,Audifonos Bluetooth HyperX,Audio,3,500,12,15
SKU04908,Monitor Gaming Apple,Electronica,15579.10,13,15
SKU04909,Monitor 4K MSI,Electronica,30136.38,7,15
SKU04910,NAS Gigabyte,Almacenamiento,13989.06,22,10
SKU04911,Procesador Gigabyte,Componentes,5299.47,14,30
SKU04912,Audifonos Bluetooth Lenovo,Audio,2047.61,44,20
SKU04913,Touchpad HyperX,Accesorios,1961.67,31,25
SKU04914,Monitor Gaming Razer,Electronica,11614.13,7,10
SKU04915,SSD Externo Logitech,Almacenamiento,2374.64,88,30
SKU04916,RAM Apple,Componentes,517.51,29,10
SKU04917,HDD Seagate,Almacenamiento,872.61,19,30
SKU04918,MacBook LG,Electronica,30415.61,74,30
SKU04919,Monitor Curvo Dell,Electronica,15296.07,65,25
SKU04920,SSD Externo Dell,Almacenamiento,917.28,15,5
SKU04921,Escaner,Impresion,4207.33,37,25
SKU04922,Laptop LG,Electronica,23337.09,16,10
SKU04923,Audifonos Gaming Dell,Audio,1940.82,23,10
SKU04924,HDD WD,Almacenamiento,1149.78,2,5
SKU04925,Tarjeta Video Apple,Componentes,19335.67,5,5
SKU04926,Audifonos Lenovo,Audio,544.25,8,5
SKU04927,NAS TP-Link,Almacenamiento,6677.62,1,5
SKU04928,Bocina Bluetooth Seagate,Audio,2386.09,0,5
SKU04929,Bocina Bluetooth Logitech,Audio,1846.56,22,25,INVALIDO,---
SKU04930,Teclado Xiaomi,Accesorios,489.67,12,5
SKU04931,Monitor 4K Seagate,Electronica,19228.69,36,25
SKU04932,Chromebook Anker,Electronica,7244.86,11,5
SKU04933,Monitor Gaming Samsung,Electronica,17490.96,6,10
SKU04934,Microfono USB LG,Audio,1075.10,11,15
SKU04935,Barra Sonido,Audio,1963.26,136,50
SKU04936,Mouse Ergonomico Corsair,Accesorios,285.37,15,10
SKU04937,Microfono BenQ,Audio,669.69,3,5
SKU04938,Microfono USB Lenovo,Audio,1621.01,1,5
SKU04939,Teclado Gaming,Accesorios,2054.91,15,10
SKU04940,MicroSD TP-Link,Almacenamiento,266.27,23,10
SKU04941,Chromebook Lenovo,Electronica,10867.14,13,15
SKU04942,RAM Samsung,Componentes,587.56,74,25
SKU04943,Mouse Corsair,Accesorios,627.53,46,25
SKU04944,NAS Anker,Almacenamiento,13231.68,cien,20
SKU04945,NAS Gigabyte,Almacenamiento,7875.86,28,25
SKU04946,Mousepad XL,Accesorios,834.42,12,30
SKU04947,Audifonos Gaming Dell,Audio,1049.43,68,25
SKU04948,SSD Externo Lenovo,Almacenamiento,2183.02,36,20, , ,cien
SKU04949,Teclado Gigabyte,Accesorios,510.69,1,20
SKU04950,Tarjeta Video Anker,Componentes,12058.70,47,20
SKU04951,Microfono USB Sony,Audio,879.94,2,30
SKU04952,Monitor Gaming Corsair,Electronica,20747.70,15,TBD
SKU04953,Monitor Curvo Canon
SKU04954,SSD Externo Canon,Almacenamiento,3961.28,4,5
SKU04955,Bocina BenQ,Audio
SKU04956,Teclado Mecanico Epson,Accesorios,2116.47,13,50
SKU04957,Procesador Corsair,Componentes,8932.59,39,20
SKU04958,Mouse Ergonomico Anker,Accesorios,1206.96,34,20
SKU04959,Microfono USB Apple,Audio,923.89,6,20
SKU04960,Stylus Xiaomi,Accesorios,2682.63,91,50
SKU04961,USB Drive Lenovo,Almacenamiento,234.57,3,5
SKU04962,Bocina LG,Audio,655.93,12,15
SKU04963,Mouse Ergonomico,Accesorios,439.00,5,50
SKU04964,Audifonos Gaming Dell,Audio,526.31,1,15
SKU04965,Microfono USB LG,Audio,1680.00,6,5
SKU04966,HDD Externo MSI,Almacenamiento,1304.49,8,10
SKU04967,Bocina Bluetooth Dell,Audio,3024.97,24,25
SKU04968,Bocina Bluetooth Asus,Audio,2442.57,10,5
SKU04969,NAS Gigabyte,Almacenamiento,19948.25,38,20,12..5,NaN, 
SKU04970,Chromebook HyperX,Electronica,11998.27,1,10
SKU04971,Tarjeta Video Samsung,Componentes,6389.92,42,30
SKU04972,SSD SanDisk,Almacenamiento,1395.36
SKU04973,Barra Sonido LG,Audio,7020.72,32,20
SKU04974,Repetidor WiFi,Redes,1800.94,4,50
SKU04975,USB Drive MSI,Almacenamiento,160.93,127,50
SKU04976,Audifonos Gaming Anker,Audio,1374.00,0,25
SKU04977,Stylus Lenovo,Accesorios,2344.79,52,30
SKU04978,Tarjeta Video Sony,Componentes,3,500,11,10
SKU04979
SKU04980,Mouse Asus,Accesorios,403.49,28,10,None
SKU04981,Touchpad HyperX,Accesorios,1603.64,48,20
SKU04982,Monitor MSI,Electronica,4958.59,51,20
SKU04983,Monitor Gaming Acer,Electronica,11854.93,27,25,INVALIDO
SKU04984,Audifonos Gaming WD,Audio,2247.02,23,20
SKU04985,Monitor Curvo Epson,Electronica,muchos,2,10
SKU04986,Procesador Sony,Componentes,7739.27,91,50
SKU04987,Bocina Samsung,Audio,732.44,45,20
SKU04988,Ultrabook Acer,Electronica,13422.61,43,15
SKU04989,Mouse BenQ,Accesorios,392.60,34,15
SKU04990,Audifonos Gaming Dell,Audio,703.75,37,15
SKU04991,Bocina,Audio,1172.31,146,50
SKU04992,Monitor 4K Anker,Electronica,25589.57,11,20
SKU04993,Microfono USB Razer,Audio,1375.81,35,20
SKU04994,Microfono MSI,Audio,2765.65,144,50
SKU04995,RAM Lenovo,Componentes,1180.26,26,10
SKU04996,Teclado Gaming Epson,Accesorios,2092.21,13,15
SKU04997,Audifonos Gaming BenQ,Audio,603.60,12,20
SKU04998,Mouse Gaming WD,Accesorios,1720.88,37,15
SKU04999,Microfono USB Lenovo,Audio,593.77,54,20
SKU05000,Fuente Poder Corsair,Componentes,3990.20,15,5
SKU05001,Monitor Curvo Samsung,Electronica,7900.34,4,10
SKU05002,Bocina LG,Audio,1751.18,4,20
SKU05003,Mouse Gaming TP-Link,Accesorios,2550.40,19,10
SKU05004,Monitor Gaming WD,Electronica,17576.23,60,25
SKU05005,SSD Externo Acer,Almacenamiento,4515.14,7,20
SKU05006,MacBook Corsair,Electronica,47332.93,63,30
SKU05007,SSD Externo Razer,Almacenamiento,1871.43,25,30
SKU05008,Audifonos Xiaomi,Audio,485.84,10,5
SKU05009,Monitor Curvo HyperX,Electronica,INVALIDO,5,15
SKU05010,Camara Seguridad,Video,2083.56,4,10
SKU05011,Procesador Anker,Componentes,13219.15,1,20
SKU05012,Touchpad Gigabyte,Accesorios,1696.06,6,20
SKU05013,Touchpad Asus,Accesorios,1568.63,7,15
SKU05014,Audifonos Logitech,Audio,301.89,12,15
SKU05015,Mouse BenQ,Accesorios,472.13,55,25
SKU05016,Chromebook Canon,Electronica,13797.63,10,20
SKU05017,Bocina Bluetooth HP,Audio,4067.49,18,10
SKU05018,Bocina Bluetooth Canon,Audio,2939.65,26,10
SKU05019,Teclado Mecanico MSI,Accesorios,3411.24,24,20,mil,N/A,N/A
SKU05020,Audifonos Bluetooth Lenovo,Audio,2226.31,18,INVALIDO
SKU05021,Monitor Xiaomi,Electronica,9847.59,70,25
SKU05022,Bocina Epson,Audio,879.23,#REF!,15
SKU05023,Pantalla Portatil Kingston,Electronica,7946.14,10,5
SKU05024,Stylus Anker,Accesorios,2895.36,18,10
SKU05025,Bocina LG,Audio,816.61,26,20
SKU05026,Stylus BenQ,Accesorios,2454.54,16,30
SKU05027,RAM Razer,Componentes,2332.89,0,20
SKU05028,Extension Electrica,Energia,252.04,10,5
SKU05029,Pantalla Portatil Kingston,Electronica,3243.75,5,15
SKU05030,Mouse HP,Accesorios,305.07,31,50
SKU05031,Audifonos Kingston,Audio,470.66,12,20
SKU05032,Pantalla Portatil Logitech,Electronica,5572.15,1,10
SKU05033,NAS HP,Almacenamiento,24579.32,35,20
SKU05034,Microfono USB Razer,Audio,1881.92,41,15
SKU05035,HDD Canon,Almacenamiento,1562.48,11,30
SKU05036,HDD Externo Anker,Almacenamiento,2676.41,120,50
SKU05037,Audifonos Gaming SanDisk,Audio,787.11,41,15
SKU05038,Bocina BenQ,Audio,1353.38,44,15
SKU05039,Chromebook MSI,Electronica,12606.78,0,25
SKU05040
SKU05041,RAM LG,Componentes,2787.92,53,50
SKU05042,Microfono MSI,Audio,2057.50,40,25
SKU05043,RAM Asus,Componentes,2093.75,22,25
SKU05044,Ultrabook BenQ,Electronica,29093.32,27,10
SKU05045,Stylus Logitech,Accesorios,1578.95,15,30
SKU05046,Notebook Samsung,Electronica,17201.07,60,25
SKU05047,NAS Corsair,Almacenamiento,12553.24,16,10
SKU05048,Teclado Gaming TP-Link,Accesorios,2134.00,62,25
SKU05049,Barra Sonido HyperX,Audio,4388.09,47,30
SKU05050,Docking Station,Cables,7485.01,82,50
SKU05051,Monitor Gaming Dell,Electronica,13856.47,13,20
SKU05052,Ultrabook HP,Electronica,12674.83,24,20
SKU05053,MicroSD Dell,Almacenamiento,-,27,30
SKU05054,HDD Externo Logitech,Almacenamiento,2640.06,41,15
SKU05055,Audifonos Bluetooth HP,Audio,1288.50,3,3,500
SKU05056,MicroSD Samsung,Almacenamiento,114.69,19,20
SKU05057,NAS Razer,Almacenamiento,8799.79,7,15
SKU05058,Mouse Gaming Apple,Accesorios,1235.15,0,25,3,500,sin_dato, 
SKU05059,Bocina SanDisk,Audio,2071.46,145,50
SKU05060,Teclado Gaming Apple,Accesorios,2248.58,11,20
SKU05061,NAS Samsung,Almacenamiento,11812.46,72,30
SKU05062,Monitor Curvo,Electronica,6202.74,81,30
SKU05063,Chromebook Epson,Electronica,11489.29,20,muchos
SKU05064,MicroSD Sony,Almacenamiento,460.53,17,10
SKU05065,Teclado Apple,Accesorios,690.13,11,25
SKU05066,USB Drive Apple,Almacenamiento,99.58,15,15
SKU05067,Monitor Gaming Acer,Electronica,8269.14,30,10
SKU05068,HDD Externo Acer,Almacenamiento,2447.84,3,10
SKU05069,Ultrabook HP,Electronica,26809.15,35,30
SKU05070,Bocina Bluetooth Epson,Audio,1633.99,38,25
SKU05071,SSD Lenovo,Almacenamiento,2273.53,7,10
SKU05072,Audifonos Gaming Xiaomi,Audio,1702.08,76,30
SKU05073,Ultrabook Kingston,Electronica,34585.92,72,25
SKU05074,Chromebook Kingston,Electronica,7597.96,38,25
SKU05075,SSD Externo Asus,Almacenamiento,4410.57,39,20
SKU05076,Chromebook Razer,Electronica,7244.74,2,5
SKU05077,SSD Externo Logitech,Almacenamiento,2038.19,39,30
SKU05078,Laptop Gigabyte,Electronica,17993.81,4,15
SKU05079,Notebook TP-Link,Electronica,10450.42,48,20
SKU05080,MacBook Razer,Electronica,48919.98,16,20
SKU05081,Audifonos Bluetooth Kingston,Audio,???,0,10
SKU05082,Audifonos Gaming Logitech,Audio,2236.90,23,30
SKU05083
SKU05084,MacBook Asus,Electronica,53749.99,9,10
SKU05085,Microfono USB Sony,Audio,865.33,104,50
SKU05086,Laptop LG,Electronica,20845.23,9,15
SKU05087,SSD Externo Lenovo,Almacenamiento,4022.06,18,10
SKU05088,Tarjeta Video TP-Link,Componentes
SKU05089,Monitor Acer,Electronica,14404.41,cien,50
SKU05090,Bocina Asus,Audio,804.27,11,10
SKU05091,Monitor Logitech,Electronica,9919.47,135
SKU05092,Audifonos Gaming Kingston,Audio,2870.90,122,50
SKU05093,NAS Acer,Almacenamiento,8416.72, ,15
SKU05094,Tarjeta Video Xiaomi,Componentes,12024.14,16,10
SKU05095,Audifonos Bluetooth Canon,Audio,975.74,0,5
SKU05096,Tarjeta Video MSI,Componentes,20492.27,22,10
SKU05097,Audifonos Gigabyte,Audio,395.59,13,20
SKU05098,Chromebook TP-Link,Electronica,8664.24,19,10
SKU05099,Teclado Mecanico MSI,Accesorios,3617.00,TBD,30
SKU05100,Mouse Gaming Dell,Accesorios,1164.90,8,5
SKU05101,Tarjeta Video Canon,Componentes,19060.78,6,30
SKU05102,MacBook Apple,Electronica,28429.89,23,10
SKU05103,Microfono TP-Link,Audio,2725.50,54,25
SKU05104,Audifonos LG,Audio,430.12,13,15
SKU05105,Monitor Gaming Anker,Electronica,11257.86,2,5
SKU05106,SSD Externo Sony,Almacenamiento,4890.77,17,30
SKU05107,Teclado Gaming SanDisk,Accesorios,4280.45,1,10
SKU05108,Monitor 4K HyperX,Electronica,14480.27,18,20
SKU05109,Touchpad Canon,Accesorios,1920.47,1,5
SKU05110,HDD Externo Dell,Almacenamiento,1742.16,42,25
SKU05111,Cable HDMI,Cables,117.74,58,30
SKU05112,Teclado Samsung,Accesorios,490.22,3,30
SKU05113,Bocina MSI,Audio,494.95,20,20
SKU05114,Chromebook LG,Electronica,10072.29,72,30
SKU05115,Monitor Curvo HP,Electronica,12534.37,75,30
SKU05116,HDD Externo HyperX,Almacenamiento,3602.81,4,15
SKU05117,Teclado Mecanico Canon,Accesorios,2691.49,9,15
SKU05118,Bocina Bluetooth LG,Audio,,1,10
SKU05119,Notebook Gigabyte,Electronica,19961.42,24,$100
SKU05120,Chromebook Lenovo,Electronica,7021.28,8,5
SKU05121,Bocina HP,Audio,,13,20
SKU05122,Laptop Canon,Electronica,20023.33,15,5
SKU05123,Monitor Gaming LG,Electronica,23083.48,20,15
SKU05124,Chromebook,Electronica,7965.81,0,15
SKU05125,Mouse Ergonomico,Accesorios,594.39,35,20
SKU05126,Mouse Ergonomico Asus,Accesorios,297.18,14,5
SKU05127,Monitor 4K Sony,Electronica,29003.24,6,5
SKU05128,Stylus Gigabyte,Accesorios,1326.94,18,15
SKU05129,Teclado Canon,Accesorios,1083.66, ,10
SKU05130,Monitor 4K,Electronica,7499.84,74,30
SKU05131,Procesador Anker,Componentes,11091.60,2,5
SKU05132,Monitor Apple,Electronica,3999.91,11,15
SKU05133,Touchpad Epson,Accesorios,2074.16,10,5
SKU05134,Teclado Logitech,Accesorios,1019.69,77,30
SKU05135,MicroSD Acer,Almacenamiento,246.52,27,10
SKU05136,MacBook Logitech,Electronica,23110.77,30,10
SKU05137,SSD Externo Xiaomi,Almacenamiento,1873.86,61,25
SKU05138,Chromebook Anker,Electronica,7022.49,84,30, ,#REF!,NaN
SKU05139,Monitor Curvo Lenovo,Electronica,8025.56,2,N/A
SKU05140,Procesador Lenovo,Componentes,11724.69,6,5
SKU05141,Mouse Gaming Canon,Accesorios,1396.92,30,10
SKU05142,SSD,Almacenamiento,1088.26,29,15
SKU05143,Microfono USB,Audio,1149.02,5,10
SKU05144
SKU05145,Teclado Mecanico WD,Accesorios,sin_dato,45,30
